1,3,2020-06-22 07:00:00.0000000,1,6
2,3,2020-06-22 08:00:00.0000000,2,6
3,3,2020-06-22 09:00:00.0000000,3,6
4,3,2020-06-22 10:00:00.0000000,4,6
5,3,2020-06-22 11:00:00.0000000,4,6
6,3,2020-06-22 12:00:00.0000000,2,6
7,3,2020-06-22 13:00:00.0000000,5,6
8,3,2020-06-22 14:00:00.0000000,6,6
9,3,2020-06-22 15:00:00.0000000,6,6
10,3,2020-06-22 16:00:00.0000000,5,6
11,3,2020-06-22 17:00:00.0000000,5,6
12,3,2020-06-22 18:00:00.0000000,1,6
13,3,2020-06-22 19:00:00.0000000,0,6
14,3,2020-06-23 07:00:00.0000000,1,6
15,3,2020-06-23 08:00:00.0000000,2,6
16,3,2020-06-23 09:00:00.0000000,3,6
17,3,2020-06-23 10:00:00.0000000,4,6
18,3,2020-06-23 11:00:00.0000000,4,6
19,3,2020-06-23 12:00:00.0000000,0,6
21,3,2020-06-23 13:00:00.0000000,0,6
22,3,2020-06-23 14:00:00.0000000,6,6
23,3,2020-06-23 15:00:00.0000000,6,6
24,3,2020-06-23 16:00:00.0000000,5,6
25,3,2020-06-23 17:00:00.0000000,5,6
26,3,2020-06-23 18:00:00.0000000,1,6
27,3,2020-06-23 19:00:00.0000000,0,6
28,3,2020-06-24 07:00:00.0000000,1,6
29,3,2020-06-24 08:00:00.0000000,2,6
30,3,2020-06-24 09:00:00.0000000,3,6
31,3,2020-06-24 10:00:00.0000000,4,6
32,3,2020-06-24 11:00:00.0000000,4,6
33,3,2020-06-24 12:00:00.0000000,2,6
34,3,2020-06-24 13:00:00.0000000,5,6
35,3,2020-06-24 14:00:00.0000000,7,6
36,3,2020-06-24 15:00:00.0000000,8,6
37,3,2020-06-24 16:00:00.0000000,7,6
38,3,2020-06-24 17:00:00.0000000,5,6
39,3,2020-06-24 18:00:00.0000000,1,6
40,3,2020-06-24 19:00:00.0000000,0,6
41,3,2020-06-25 07:00:00.0000000,1,6
42,3,2020-06-25 08:00:00.0000000,4,6
43,3,2020-06-25 09:00:00.0000000,5,6
44,3,2020-06-25 10:00:00.0000000,6,6
45,3,2020-06-25 11:00:00.0000000,6,6
46,3,2020-06-25 12:00:00.0000000,0,6
47,3,2020-06-25 13:00:00.0000000,5,6
48,3,2020-06-25 14:00:00.0000000,6,6
49,3,2020-06-25 15:00:00.0000000,6,6
50,3,2020-06-25 16:00:00.0000000,5,6
51,3,2020-06-25 17:00:00.0000000,5,6
52,3,2020-06-25 18:00:00.0000000,1,6
53,3,2020-06-25 19:00:00.0000000,0,6
54,3,2020-06-26 07:00:00.0000000,1,6
55,3,2020-06-26 08:00:00.0000000,2,6
56,3,2020-06-26 09:00:00.0000000,3,6
57,3,2020-06-26 10:00:00.0000000,4,6
58,3,2020-06-26 11:00:00.0000000,4,6
59,3,2020-06-26 12:00:00.0000000,2,6
60,3,2020-06-26 13:00:00.0000000,5,6
61,3,2020-06-26 14:00:00.0000000,6,6
62,3,2020-06-26 15:00:00.0000000,1,6
63,3,2020-06-26 16:00:00.0000000,0,6
64,3,2020-06-26 17:00:00.0000000,0,6
65,3,2020-06-26 18:00:00.0000000,0,6
66,3,2020-06-26 19:00:00.0000000,0,6
67,4,2020-06-22 07:00:00.0000000,0,4
68,4,2020-06-22 08:00:00.0000000,0,4
69,4,2020-06-22 09:00:00.0000000,0,4
70,4,2020-06-22 10:00:00.0000000,2,4
71,4,2020-06-22 11:00:00.0000000,0,4
72,4,2020-06-22 12:00:00.0000000,0,4
73,4,2020-06-22 13:00:00.0000000,4,4
74,4,2020-06-22 14:00:00.0000000,4,4
75,4,2020-06-22 15:00:00.0000000,0,4
76,4,2020-06-22 16:00:00.0000000,2,4
77,4,2020-06-22 17:00:00.0000000,0,4
78,4,2020-06-22 18:00:00.0000000,1,4
79,4,2020-06-22 19:00:00.0000000,1,4
80,4,2020-06-23 07:00:00.0000000,0,4
81,4,2020-06-23 08:00:00.0000000,2,4
82,4,2020-06-23 09:00:00.0000000,2,4
83,4,2020-06-23 10:00:00.0000000,2,4
84,4,2020-06-23 11:00:00.0000000,2,4
85,4,2020-06-23 12:00:00.0000000,2,4
86,4,2020-06-23 13:00:00.0000000,4,4
87,4,2020-06-23 14:00:00.0000000,4,4
88,4,2020-06-23 15:00:00.0000000,0,4
89,4,2020-06-23 16:00:00.0000000,2,4
90,4,2020-06-23 17:00:00.0000000,0,4
91,4,2020-06-23 18:00:00.0000000,1,4
92,4,2020-06-23 19:00:00.0000000,1,4
93,4,2020-06-24 07:00:00.0000000,0,4
94,4,2020-06-24 08:00:00.0000000,0,4
95,4,2020-06-24 09:00:00.0000000,0,4
96,4,2020-06-24 10:00:00.0000000,2,4
97,4,2020-06-24 11:00:00.0000000,0,4
98,4,2020-06-24 12:00:00.0000000,0,4
99,4,2020-06-24 13:00:00.0000000,4,4
100,4,2020-06-24 14:00:00.0000000,4,4
101,4,2020-06-24 15:00:00.0000000,2,4
102,4,2020-06-24 16:00:00.0000000,2,4
103,4,2020-06-24 17:00:00.0000000,2,4
104,4,2020-06-24 18:00:00.0000000,2,4
105,4,2020-06-24 19:00:00.0000000,1,4
106,4,2020-06-25 07:00:00.0000000,0,4
107,4,2020-06-25 08:00:00.0000000,0,4
108,4,2020-06-25 09:00:00.0000000,0,4
109,4,2020-06-25 10:00:00.0000000,2,4
110,4,2020-06-25 11:00:00.0000000,2,4
111,4,2020-06-25 12:00:00.0000000,0,4
112,4,2020-06-25 13:00:00.0000000,0,4
113,4,2020-06-25 14:00:00.0000000,0,4
114,4,2020-06-25 15:00:00.0000000,0,4
115,4,2020-06-25 16:00:00.0000000,0,4
116,4,2020-06-25 17:00:00.0000000,0,4
117,4,2020-06-25 18:00:00.0000000,0,4
118,4,2020-06-25 19:00:00.0000000,0,4
119,4,2020-06-26 07:00:00.0000000,0,4
120,4,2020-06-26 08:00:00.0000000,0,4
121,4,2020-06-26 09:00:00.0000000,0,4
122,4,2020-06-26 10:00:00.0000000,2,4
123,4,2020-06-26 11:00:00.0000000,0,4
124,4,2020-06-26 12:00:00.0000000,6,4
125,4,2020-06-26 13:00:00.0000000,6,4
128,4,2020-06-26 14:00:00.0000000,4,4
129,4,2020-06-26 15:00:00.0000000,0,4
130,4,2020-06-26 16:00:00.0000000,2,4
131,4,2020-06-26 17:00:00.0000000,0,4
132,4,2020-06-26 18:00:00.0000000,1,4
133,4,2020-06-26 19:00:00.0000000,1,4
134,5,2020-06-22 07:00:00.0000000,0,4
135,5,2020-06-22 08:00:00.0000000,0,4
136,5,2020-06-22 09:00:00.0000000,0,4
137,5,2020-06-22 10:00:00.0000000,0,4
138,5,2020-06-22 11:00:00.0000000,0,4
139,5,2020-06-22 12:00:00.0000000,0,4
140,5,2020-06-22 13:00:00.0000000,4,4
141,5,2020-06-22 14:00:00.0000000,4,4
142,5,2020-06-22 15:00:00.0000000,4,4
143,5,2020-06-22 16:00:00.0000000,0,4
144,5,2020-06-22 17:00:00.0000000,0,4
145,5,2020-06-22 18:00:00.0000000,0,4
146,5,2020-06-22 19:00:00.0000000,0,4
147,5,2020-06-23 07:00:00.0000000,0,4
148,5,2020-06-23 08:00:00.0000000,0,4
149,5,2020-06-23 09:00:00.0000000,0,4
150,5,2020-06-23 10:00:00.0000000,2,4
151,5,2020-06-23 11:00:00.0000000,2,4
152,5,2020-06-23 12:00:00.0000000,2,4
153,5,2020-06-23 13:00:00.0000000,4,4
154,5,2020-06-23 14:00:00.0000000,4,4
155,5,2020-06-23 15:00:00.0000000,0,4
156,5,2020-06-23 16:00:00.0000000,2,4
157,5,2020-06-23 17:00:00.0000000,0,4
158,5,2020-06-23 18:00:00.0000000,1,4
159,5,2020-06-23 19:00:00.0000000,1,4
160,5,2020-06-24 07:00:00.0000000,1,4
161,5,2020-06-24 08:00:00.0000000,1,4
162,5,2020-06-24 09:00:00.0000000,1,4
163,5,2020-06-24 10:00:00.0000000,1,4
164,5,2020-06-24 11:00:00.0000000,1,4
165,5,2020-06-24 12:00:00.0000000,1,4
166,5,2020-06-24 13:00:00.0000000,1,4
167,5,2020-06-24 14:00:00.0000000,1,4
168,5,2020-06-24 15:00:00.0000000,1,4
169,5,2020-06-24 16:00:00.0000000,1,4
170,5,2020-06-24 17:00:00.0000000,1,4
171,5,2020-06-24 18:00:00.0000000,1,4
172,5,2020-06-24 19:00:00.0000000,1,4
173,5,2020-06-25 07:00:00.0000000,0,4
174,5,2020-06-25 08:00:00.0000000,0,4
175,5,2020-06-25 09:00:00.0000000,0,4
176,5,2020-06-25 10:00:00.0000000,8,4
177,5,2020-06-25 11:00:00.0000000,8,4
178,5,2020-06-25 12:00:00.0000000,0,4
179,5,2020-06-25 13:00:00.0000000,4,4
180,5,2020-06-25 14:00:00.0000000,4,4
181,5,2020-06-25 15:00:00.0000000,5,4
182,5,2020-06-25 16:00:00.0000000,5,4
183,5,2020-06-25 17:00:00.0000000,2,4
184,5,2020-06-25 18:00:00.0000000,0,4
185,5,2020-06-25 19:00:00.0000000,0,4
186,5,2020-06-26 07:00:00.0000000,0,4
187,5,2020-06-26 08:00:00.0000000,0,4
188,5,2020-06-26 09:00:00.0000000,0,4
189,5,2020-06-26 10:00:00.0000000,2,4
190,5,2020-06-26 11:00:00.0000000,0,4
191,5,2020-06-26 12:00:00.0000000,0,4
192,5,2020-06-26 13:00:00.0000000,4,4
193,5,2020-06-26 14:00:00.0000000,4,4
194,5,2020-06-26 15:00:00.0000000,0,4
195,5,2020-06-26 16:00:00.0000000,2,4
196,5,2020-06-26 17:00:00.0000000,0,4
197,5,2020-06-26 18:00:00.0000000,1,4
198,5,2020-06-26 19:00:00.0000000,1,4
